Temperature,State of Charge,Gassing
0.024275526861601282,0.9033276672696978,0
0.4552808868876853,0.8383340121870778,0
0.37483744190862434,0.7271024928896728,0
0.035257531456634295,0.8808785323815604,0
0.20622726801120972,0.894254783595106,0
0.37854885200302213,0.6050816173239337,0
0.17681164746066674,0.8700187183338153,0
0.10556386751204311,0.758332842137509,0
0.3648831633597259,0.7444617844153816,0
0.7383287902856712,0.6952151719634787,0
0.17868820227787485,0.8025497230224066,0
0.5023728954072684,0.3270374711475471,1
0.5697199110436869,0.9051211267119561,0
0.17536335606544223,0.8978959528023864,0
0.5445801249554247,0.22350265350439713,1
0.9999999999999999,0.0,0
0.4723964691761201,0.3032381185341547,0
0.47331757925390916,0.46831473209422875,0
0.39974571932855774,0.7951795596601035,0
0.06446727069804203,0.3287621126420252,0
0.6251747222098555,0.8547745251160229,0
0.2379376309103779,0.8661135664171269,0
0.13689042524557404,0.6062585340125131,0
0.02720183856913555,0.20520494246906798,0
0.4412285256485474,0.42983210612934125,0
0.5064587003915809,0.6938669717598966,0
0.008998114045883854,0.9854111193375918,0
0.38192258211074437,0.7057818469800674,0
0.1669778982444477,0.40803424081939027,0
0.48208033094087366,0.7075364107708492,0
0.12774459141490202,0.632284857626784,0
0.5165236985640255,0.824262911403436,0
0.28757653832778973,0.28571851858499847,0
0.701510533997685,0.8092018533559837,0
0.10001414170993228,0.6333102977462804,0
0.25320538591357244,0.6050816173239337,0
0.08191570023292744,0.47371991665419394,0
0.6924517859068942,0.7064288433277193,0
0.656812274957766,0.946066207797514,0
0.19064450583546283,0.282140111573725,0
0.49322749811049504,0.9502284653581359,0
0.6115672279991747,0.7506606522369558,0
0.4143661064491948,0.2543889606376165,0
0.3951366279766143,0.44097768063734816,0
0.17853543610727585,0.7668973606434967,0
0.0665843738645881,0.25399961191639925,0
0.6717715471567436,0.6660487579188166,0
0.6741816442832463,0.4769301350402588,1
0.47299526942829395,0.697059348559883,0
0.25167264113058285,0.23670464611719594,0
0.259334094825877,0.8976504603874007,0
0.542878711910938,0.9792504627902351,0
0.671692147821521,0.975559840703575,0
0.6641480627743106,0.8000967262676077,0
0.5834595908249838,0.30421167327594895,1
0.9999999999999999,0.0,0
0.05983883764724751,0.2197726107814528,0
0.1181580012524927,0.2178009941111743,0
0.6727788695424055,0.4591035037619149,1
0.45292123367146975,0.5911918327526409,0
0.0034357071649890325,0.8167089865915976,0
0.07288283612625507,0.7469866525044198,0
0.49587498784090434,0.5569834011127899,0
0.00032329375930961746,0.41909789806309455,0
0.11754035854322797,0.9981677601536327,0
0.40949893112348057,0.6050816173239337,0
0.517244296626799,0.5613729142418731,0
0.48718943186549846,0.33105432785007766,0
0.16530222763279806,0.8362398516996181,0
0.5325103488969094,0.7553000309800537,0
0.17507099803690723,0.3767924131763313,0
0.24141443427590548,0.26602960953612265,0
0.5583341992263707,0.7447487432561704,0
0.48543707380181167,0.7239485173121597,0
0.6356518059582683,0.4188040488153362,1
0.4914429332008321,0.9611416438615566,0
0.4242312218322498,0.32099686717745857,0
0.06701486943025575,0.5461239835681512,0
0.27326215247353147,0.9553408094915476,0
0.19610904471273194,0.5360332635316772,0
0.18014403877968765,0.7111543032841445,0
0.7288158175355894,0.5183186198497568,0
0.2923649571520692,0.4195689478481776,0
0.6678811296972059,0.9876453431778038,0
0.47151801396030657,0.527714713481598,0
0.5947004600616742,0.9157088481426986,0
0.3748058846855348,0.38414385562719777,0
0.43070015598928846,0.3706576088232342,0
0.3671898770789611,0.225012801673122,0
0.14345659427872698,0.7216719384283351,0
0.5402418788006678,0.4950532645559342,1
0.20782725002952973,0.8919049205676653,0
0.014814423131697674,0.5788394122575091,0
0.48230574315006614,0.9750120418785321,0
0.12980995432282189,0.3485839051707866,0
0.9999999999999999,0.6050816173239337,0
0.714454442558743,0.8216628580404892,0
0.6850541654020402,0.8171207211721039,0
0.27510071256000157,0.8762375548912759,0
0.008146747083124739,0.8091987226403942,0
0.6951799719039907,0.701305183029699,0
0.3187715117161445,0.3051390182601261,0
0.7240323980722613,0.22612700153984894,1
0.721748331720535,0.9371178046675306,0
0.6385012386665461,0.6936455848411373,0
0.37854885200302213,0.8376226940604872,0
0.2863440433449955,0.5854924885360377,0
0.6370917541300704,0.29398443556863485,1
0.235033998780668,0.30028947534662903,0
0.12407658696498303,0.7488034331077112,0
0.4155706291259218,0.5445000970193719,0
0.7010776191119376,0.36058890454596454,1
0.5203560561698499,0.5935540257363546,0
0.4255502291518556,0.25148510104715144,0
0.06965031948622785,0.665889436584523,0
0.4593772873931731,0.41538954929838867,0
0.7416428503828748,0.8384405253680323,0
0.10194314642348723,0.44849992229589913,0
0.38661633383355465,0.5644408529663028,0
0.6568376520283781,0.20939464207240657,1
0.554027145926029,0.2580785540799677,1
0.521098092256238,0.5142360317919353,0
0.5252136470083353,0.5842250806608363,0
0.26707215945121443,0.6803355290458267,0
0.2174753791643358,0.43353339853473566,0
0.6056508910003369,0.6050816173239337,0
0.6062170372025115,0.8885146483439312,0
0.649085154708041,0.8242673884970446,0
0.683832041474447,0.231803780745016,1
0.381357624860753,0.5846797839580606,0
0.37396235543687684,0.2840773805324141,0
0.597322475557591,0.3938207222423646,1
0.4856862131139935,0.9897943073294999,0
0.5248243896745873,0.31414377384033715,1
0.5954390503579463,0.5993916490627835,0
0.9999999999999999,0.0,0
0.2508939603321806,0.762329523758515,0
0.27918308407746295,0.648022882082158,0
0.06724605157058228,0.20791419372230052,0
0.43173594662117576,0.4613854453122944,0
0.02356455175346578,0.6144575071889575,0
0.34692973623531,0.27042003155234245,0
0.4049161444492483,0.4807270152556557,0
0.21216900061153332,0.22666879909349522,0
0.4411836076381812,0.2629861433228182,0
0.01946880516588534,0.5177814705073448,0
0.024622663867560457,0.30631627150325463,0
0.6156150605832427,0.6543395765540199,0
0.2675986059791664,0.7519246425420713,0
0.09214146828604558,0.8408637406805,0
0.38956177210523013,0.3602891780039853,0
0.5760222588360749,0.3341427852503839,1
0.15894392731500395,0.28378737404673127,0
0.46531033574538705,0.7094769580803721,0
0.06074761977106469,0.7655396341167338,0
0.37854885200302213,0.6050816173239337,0
0.39641912329658957,0.9494150910756224,0
0.40340375556105423,0.2416903843962573,0
0.4762529197303529,0.6333341142166348,0
0.5429808077329015,0.7676084387974419,0
0.7309543905075585,0.8971961013591768,0
0.3850890499761771,0.7716314558156125,0
0.2395756273152822,0.8417772763149871,0
0.5949826086711029,0.4717814286690504,1
0.20034617726960124,0.852259817371307,0
0.3268901703676159,0.26421579943909523,0
0.05556128963205309,0.916283079373391,0
0.015593211393558903,0.6383733103794449,0
0.7210171196687553,0.8542388705583978,0
0.6256847126175569,0.5621182719799996,0
0.5203142178869771,0.7151975976935473,0
0.30429782695829133,0.6214135837648259,0
0.12693770658246328,0.7856400978385807,0
0.11425067356103191,0.2654284767249797,0
0.18485032960434616,0.24839817074935017,0
0.9999999999999999,0.0,0
0.5343291936092162,0.32778948371210825,1
0.4933880538967307,0.8978479613710506,0
0.20719620865973876,0.37554732886308145,0
0.7151594194059283,0.9811523841416022,0
0.5518658617938372,0.469736949151168,1
0.41372882320014603,0.3458565459749205,0
0.4569038342255801,0.8321490997717107,0
0.3123110033815808,0.7273073416416687,0
0.18295983048019282,0.5988374395291961,0
0.2644241056402168,0.6050816173239337,0
0.5668799162043541,0.775725252797618,0
0.007346621508740658,0.3829434009428519,0
0.08387183532974929,0.9975349960942483,0
0.031136131721669236,0.9802943067487939,0
0.02716696298390542,0.7205985237528872,0
0.6403459937853927,0.3598027151909647,1
0.5260970475015764,0.744531793787927,0
0.35338401673326725,0.257879677750808,0
0.07014528917965746,0.2246273563488293,0
0.36651115516078336,0.40633689068692075,0
0.3528556374042924,0.5703658780439238,0
0.12686812724201113,0.8950377944012141,0
0.3230369556323972,0.7821020768469374,0
0.2964343515965401,0.7945378706222052,0
0.4600116446761038,0.5406482420636255,0
0.4744946234056622,0.47697170301164793,0
0.030610330893238225,0.4970641431056251,0
0.2784527935253803,0.9905842542050256,0
0.46754517955275976,0.2321962576756043,0
0.37854885200302213,0.894044521108041,0
0.6411206277601724,0.6632514046227945,0
0.49225631338658227,0.5511508357768656,0
0.1191406999046773,0.7805722318390377,0
0.049624941198796346,0.5896116924522411,0
0.4800079974662774,0.8991603140814768,0
0.01646667115245476,0.9209934549914439,0
0.4373771243779998,0.5376288998739172,0
0.7041448752608521,0.42166000450338603,1
0.4296241378207458,0.6741964740893027,0
0.9999999999999999,0.6050816173239337,0
0.48066197457105087,0.3687026799081464,0
0.3414016859625769,0.6987009711495025,0
0.407153031389341,0.7055791063514645,0
0.7050740286695004,0.7868594702758487,0
0.28710035267579637,0.30539738539521827,0
0.7199199198371014,0.7730225342981134,0
0.6778939795947191,0.927661107573253,0
0.14386913770514714,0.34390778651419396,0
0.0487161993198818,0.3902176795946034,0
0.07236086667893521,0.9775745766585489,0
0.010227883830102202,0.3449433472836658,0
0.06759302264035971,0.8839226515527271,0
0.5105547387801694,0.5941009300103384,0
0.05009148778453415,0.39797151587755586,0
0.23657958703403958,0.8970206410860484,0
0.6323793627907007,0.5565052157353126,0
0.014028670391399933,0.6121409891330702,0
0.609494739930657,0.48761539659249126,1
0.2086418893499925,0.6746771177937688,0
0.08544644589005823,0.3309743314448958,0
0.5208884321701436,0.5131058859276796,0
0.46986543847151174,0.9759876149776782,0
0.6569121169200195,0.40669749516934384,1
0.5497390686087055,0.7257297129355584,0
0.6012253477665379,0.46036797288256515,1
0.20877720779704217,0.8191627037355457,0
0.13005746244983085,0.304841905337176,0
0.5614374900042011,0.9763147466033573,0
0.6037494732839469,0.5632958297696995,0
0.7419824992512111,0.6050816173239337,1
0.30705595812642417,0.25891883581675285,0
0.2765001132551651,0.3359638976501756,0
0.5808535987267519,0.6161081254979842,0
0.25300759067155854,0.46982289719060805,0
0.6970154205461209,0.8635116964295635,0
0.6425678383858726,0.5449656183677823,0
0.3193810385160417,0.3991586312052172,0
0.5616303972803861,0.6940415082035021,0
0.5643938522906596,0.7657809396125245,0
0.9999999999999999,0.0,0
0.6757883631896259,0.33425214376504536,1
0.37677418209168245,0.2294447555846383,0
0.6185178239192171,0.7894918990562598,0
0.23738787308636905,0.7313866566162062,0
0.6704977247829946,0.579976720923924,0
0.2894327361161515,0.8757471015409954,0
0.004670446568732722,0.8449324120390083,0
0.677917562369084,0.6685970765060123,0
0.06521755725528089,0.8950368140253012,0
0.2368339762590867,0.36484408697815063,0
0.7115443754716367,0.2896715570932981,1
0.7119546858119015,0.415994798837668,1
0.42809159643107186,0.24578476268931398,0
0.4720437801103855,0.6252288668584853,0
0.3340205172702917,0.9497299956129716,0
0.21718857838867123,0.23158344966158909,0
0.24387160594064966,0.29782761813385794,0
0.5026610780621534,0.5620228222243222,0
0.5627619244599676,0.9475444307270311,0
0.5922678141459415,0.6050816173239337,1
0.5907920114835589,0.6060721065164488,0
0.06515691628441944,0.23336774123442852,0
0.36862180980073045,0.3188240954503536,0
0.03983343479878626,0.9897683188937801,0
0.41009732968828116,0.9725511024673057,0
0.32881617183073464,0.20404768706791415,0
0.6646129968331395,0.9619005783548076,0
0.2606176323118119,0.7116297183841735,0
0.08462021716166274,0.894754292722745,0
0.10413149891001594,0.5640564379098363,0
0.569637888387129,0.6127642211606196,0
0.4617938098968627,0.591354620985281,0
0.07262027392320014,0.7338355891524739,0
0.05981388179013081,0.3118672756023768,0
0.524073471623384,0.22408397162435836,1
0.0512763725225307,0.4465533954711816,0
0.6150577484442799,0.7641029893022652,0
0.5280420804118194,0.3616523836763799,1
0.057738151562683804,0.7390925954133596,0
0.9999999999999999,0.0,0
0.7390732197393683,0.2752496700620867,1
0.27819553565433464,0.7384280316402356,0
0.2754645616867304,0.555260603429541,0
0.6082386898925787,0.8949335446813746,0
0.7094269773437987,0.34188017998914677,1
0.7385926642726574,0.7544546156196033,0
0.5635172904805019,0.8709007010283454,0
0.27969232786740417,0.956139823689834,0
0.05935773004886491,0.7469487560767732,0
0.37854885200302213,0.6050816173239337,0
0.41677706074828424,0.6946035747013314,0
0.31578954802006154,0.8955440150847971,0
0.6786494113316109,0.6567958472944254,0
0.08020272010959589,0.2244149026967731,0
0.3672707157679578,0.9452022745936638,0
0.005058790648105271,0.7519740912499101,0
0.34923471165593956,0.7415585139388094,0
0.03888853896324568,0.3727149324459984,0
0.08593796993789266,0.7274495641321983,0
0.08496584062566409,0.5153332257951693,0
0.48511902118316363,0.7213246968978122,0
0.557998137352171,0.2854082862648529,1
0.4355657193936032,0.7266170411590898,0
0.7206589758183022,1.0,0
0.2786469416723172,0.23868157737471,0
0.2115449582929339,0.9822000182240427,0
0.6502342539054964,0.5257729662907897,0
0.16479536357247704,0.8970234816701356,0
0.7214492143451308,0.8262959360571095,0
0.005661506936688709,0.6539197098084655,0
0.7264588332980774,0.7911304229042536,0
0.028996651577351984,0.9032360842724488,0
0.6672011864533638,0.5235578160849358,0
0.39366942894960033,0.4618431426366088,0
0.7438336708422276,0.7344191652749714,0
0.05205424363861294,0.8466738600048239,0
0.41335269042583866,0.8102081111300548,0
0.7260251082132443,0.8386442595004465,0
0.39020494458402666,0.5487240140491092,0
0.9999999999999999,0.6050816173239337,0
0.5201444904190144,0.2963062176560092,1
0.3386081117447378,0.6358895228806543,0
0.46882324284405497,0.2047029380442926,0
0.4362773517360946,0.45988435859855215,0
0.674738543958069,0.4934006423622012,1
0.03071748106183264,0.5171807210703417,0
0.20797086932898495,0.756728685773543,0
0.7118074270868019,0.5110861903461712,0
0.6665393900057204,0.5592171817958546,0
0.33944779483172427,0.39021832465751033,0
0.46323471649520276,0.49883539677371824,0
0.2052749988701747,0.38199486480650025,0
0.1380966025191635,0.25867806404086774,0
0.3455000596197221,0.6830792521147883,0
0.26245191625134623,0.7349149281905336,0
0.43578198075458685,0.6959186761561255,0
0.055018094279063956,0.5710630746916705,0
0.7298576264831387,0.5040650404178679,0
0.7387504729954321,0.89108485572711,0
0.37854885200302213,0.6155541349298297,0
0.39998782209978356,0.5836192308356107,0
0.22946887378796327,0.22061712635373315,0
0.6089878819357474,0.47322021155279165,1
0.5118525467405574,0.5043930651531288,0
0.1189017540000783,0.5193017873216432,0
0.6820909669043793,0.6644495350931601,0
0.6155674067305694,0.6271761951738883,0
0.7113471499877423,0.6866461245767647,0
0.5427009665591094,0.8122875878573572,0
0.45817910180322585,0.6050816173239337,0
0.3112896857034675,0.7748618862253449,0
0.6984989426403083,0.9648715002000965,0
0.6483261962635386,0.21468675839214887,1
0.03054610301509003,0.3567897298459566,0
0.016358041738719853,0.20614698691522024,0
0.27984569668366843,0.7183166757680851,0
0.6065481395347154,0.9188554001532647,0
0.7395522971729652,0.3949710863564495,1
0.10971981962060157,0.9420694846859355,0
0.9999999999999999,0.0,0
0.28317789009580296,0.9479934487472735,0
0.7264856046323778,0.48152399387844086,1
0.6303048650745331,0.2812685831768434,1
0.6274522913658241,0.5889736474060451,0
0.34925918502748765,0.4056114938291692,0
0.308713084080258,0.428099108349399,0
0.2022840248871332,0.4460411738974115,0
0.03894289351872654,0.8428160153140093,0
0.6473165538142335,0.6316252658329667,0
0.6083150365265335,0.4492568695047563,1
0.7489159847636006,0.6885899887006965,0
0.7465973024621112,0.7732832241996143,0
0.414539880646127,0.4182953892323918,0
0.5752650247532309,0.5310883719610648,0
0.7075583500743512,0.29764847757500007,1
0.6359708996326235,0.3450813294601336,1
0.1826716635648873,0.7452438169675528,0
0.3355999642953379,0.34531263647636506,0
0.0937211329430262,0.6204216967353404,0
0.7145466004088055,0.6050816173239337,0
0.45272974954578094,0.285635507065215,0
0.16859378459063756,0.6541565878226342,0
0.5020456111661515,0.40544038636113466,1
0.46172620790259433,0.9707968227173265,0
0.2660723612448094,0.5871118842299073,0
0.08197897326380837,0.8451904505241435,0
0.5019496612246063,0.6404816320251837,0
0.3881050420365797,0.23484017087601283,0
0.5777719663278613,0.706852628059032,0
0.37854885200302213,0.9615736704554005,0
0.6378781075366347,0.6816091440175576,0
0.41188701442198683,0.8557524520288831,0
0.4186839767570856,0.9077909422267663,0
0.6562961689546295,0.38264328467661274,1
0.300180966261797,0.3698093196656912,0
0.09737568890786108,0.6891079960882608,0
0.018176134185312887,0.5290709203622423,0
0.5648411925501418,0.8722981670418816,0
0.46336789432121395,0.9204502077073399,0
0.9999999999999999,0.0,1
0.15679380827340716,0.38967921428441915,0
0.09914903489451182,0.8248072627889618,0
0.007460399554228336,0.42004183620155444,0
0.26037118584341745,0.8584941051868674,0
0.44049453349694234,0.5392435185816339,0
0.2917224654495384,0.7343843599328999,0
0.32576388361658026,0.2765579621126174,0
0.6769969025368058,0.6994154991674651,0
0.25861601952788205,0.5616775806623727,0
0.3833498636568584,0.6050816173239337,0
0.5863025675377747,0.3345682852067459,1
0.2949577578272319,0.7898694600425142,0
0.46470540250352266,0.890655396679615,0
0.6455413862201528,0.3735670502602171,1
0.7111369525324446,0.2767014227468305,1
0.10720352032255764,0.21901359045623575,0
0.6938772431320872,0.7139120389389655,0
0.3668877770236624,0.6859969747491816,0
0.19087236786995404,0.6376570036659789,0
0.3420661436099667,0.3857385957711483,0
0.7341006926828069,0.512965387434166,0
0.36726543971536796,0.6758980774485098,0
0.24393713226843716,0.597693817072921,0
0.4732206000132271,0.9906930704250057,0
0.1772509697573207,0.3092968682718516,0
0.053609719920000576,0.7564704425386455,0
0.09351063172753737,0.5237006402348379,0
0.09288303924577002,0.5428142823605415,0
0.1108380562003477,0.77444144057353,0
0.10099722834743524,0.7543027036485084,0
0.4788455590829519,0.9934707520013467,0
0.1333994781345474,0.3028574775907181,0
0.2566681146983183,0.2834206492855227,0
0.6714499187787231,0.7798368122838951,0
0.35322432032685647,0.6630205030727043,0
0.49892756962240936,0.41952529874481076,1
0.126204322140346,0.2636591564461911,0
0.14123339410092112,0.26865260295534926,0
0.027272189001537717,0.9157822193432009,0
0.9999999999999999,0.6050816173239337,0
0.20618502736297928,0.45891248854485917,0
0.12973454600529916,0.3815040545780587,0
0.0632726934932073,0.4842241551802723,0
0.08730618927988992,0.25565898321556024,0
0.34330269826803206,0.6155365312910238,0
0.15180364001544272,0.25420927995352727,0
0.2706686862184967,0.8406795012392537,0
0.3753930578474788,0.3871512469675075,0
0.5161150969702134,0.6323060954986817,0
0.02610076212532364,0.9044874922151189,0
0.5981618063639944,0.7210400770101296,0
0.46908086990002573,0.6266601449959176,0
0.058046912684376895,0.4596826025431357,0
0.6539818952140496,0.4666203844515869,1
0.6895758816558446,0.7359347318127388,0
0.042482035963594955,0.9957785284083976,0
0.204896031204519,0.7298136486270277,0
0.6032727224376292,0.6465299689834654,0
0.5596650365273416,0.7848885361287022,0
0.13538708433069024,0.5724329719865718,0
0.15407322830249853,0.24823029890237708,0
0.2753365838830004,0.6501423820815374,0
0.3611729426741439,0.9665535599590841,0
0.4618214370345418,0.3404020090265322,0
0.27416366171494444,0.7523567825708412,0
0.34462425043838985,0.3609162276338132,0
0.559071410071365,0.6289571406688086,0
0.024122185804170915,0.2774712991350258,0
0.18650160078348166,0.5605596623537817,0
0.5333911823302165,0.6050816173239337,0
0.6702596044420711,0.47828154270546896,1
0.3816097833045837,0.732272829740909,0
0.3969902476653764,0.8367524217367408,0
0.07717309190415717,0.9421841582165612,0
0.33324294962071244,0.38789559603766594,0
0.3973694007419868,0.5196964803702597,0
0.17900071203458345,0.3220838742444567,0
0.19915025738878156,0.9944532195626261,0
0.2804634399042045,0.942042610583852,0
0.9999999999999999,0.0,0
0.23891535299234157,0.874036575596951,0
0.15565272825746967,0.6170557929452056,0
0.24299315930789028,0.6991964871075133,0
0.08664860034356725,0.27142685014672546,0
0.6667377015802859,0.8045937064415829,0
0.4432602165521554,0.30231257736683875,0
0.5076161895053884,0.8612580509220722,0
0.5904556648692056,0.8260098847832072,0
0.37164874609951437,0.7673556628742823,0
0.37854885200302213,0.22903572661509858,0
0.4007480949064518,0.4427103244797048,0
0.4381790628867773,0.410682674063264,0
0.5575425006515918,0.488338166042776,1
0.32138714691221815,0.2702409456527884,0
0.09253266993508313,0.9500118323887636,0
0.21008776060065693,0.6433435331571798,0
0.26977490772952495,0.44462798767106837,0
0.48264061557095905,0.5178280850686275,0
0.426089955103785,0.5580237563620374,0
0.26451746540860144,0.6050816173239337,0
0.7389796473862524,0.6128309717617434,0
0.45242884287030405,0.9359525584634588,0
0.17505421792189396,0.5978511901212599,0
0.07311684639775445,0.9941927075093735,0
0.11155789117349224,0.8815534318431728,0
0.18162524828112003,0.3669805324689516,0
0.11744501871255397,0.9449193572094775,0
0.13692693732776617,0.2932306491666665,0
0.21108065711160895,0.8543604784177993,0
0.12699737027308572,0.5047353654511819,0
0.6714326197218108,0.9028028884101699,0
0.05689895996138883,0.8948650611452247,0
0.3912687994843851,0.8451367055906983,0
0.305384514059574,0.8324147677067877,0
0.7358663578514135,0.44395153315280106,1
0.08083598497910433,0.2648596507511022,0
0.29594580285606276,0.5226292662683761,0
0.7261514704400026,0.3389785995229636,1
0.647907167846768,0.7563155977973547,0
0.9999999999999999,0.0,1
0.1906153038847202,0.9809482444287468,0
0.1251263644380166,0.7131121252856099,0
0.4997445187703976,0.858387051072959,0
0.6959758065521846,0.30616333473197493,1
0.41554175172200714,0.8900290266834607,0
0.42671792528376584,0.9386459955768547,0
0.20723022436664745,0.5899262218880296,0
0.5756454849872179,0.6853237803377112,0
0.1372857271494603,0.8122287917695461,0
0.24011958964705626,0.6050816173239337,0
0.31670354528942535,0.6023353681337563,0
0.37854885200302213,0.5191739248519966,0
0.17895497472765298,0.3172479891860934,0
0.08294174234488799,0.49425935505120394,0
0.45607542848520544,0.2546572867120038,0
0.2137414391240342,0.22075306302510808,0
0.43396224112652737,0.3082776195028941,0
0.11268950448506365,0.9709474824609418,0
0.35862693529844036,0.6399237653659113,0
0.37854885200302213,0.9731141383157718,0
0.035517022110972796,0.5462545066160147,0
0.24984716475306656,0.44966380750997337,0
0.09767631967056778,0.6051973395552693,0
0.04421079968200786,0.5518681877835173,0
0.7415723923246264,0.28466526093457306,1
